1	1	3.91288673621602	183	19	1	0	0	1	10
1	3	2.69419963122346	165	17	0	0	0	2	10
1	3	8.17504034470767	115	19	0	0	0	3	10
1	4	4.21892904466949	210	18	0	0	0	4	10
1	6	3.31035877019167	266	15	0	0	0	5	10
1	7	3.69373143138364	110	21	0	0	0	6	10
1	9	2.95130768278614	238	18	0	0	0	7	10
1	10	2.36825228482485	187	24	0	0	0	8	10
1	11	4.00426916172728	180	43	2	0	0	9	10
2	1	2.99349737237208	162	14	1	0	0	1	10
2	2	3.63534159120172	132	16	0	0	0	2	10
2	3	4.36141519481316	138	17	0	0	0	3	10
2	4	3.07981309783645	211	21	0	0	0	4	10
2	5	2.79764772718772	185	21	0	0	0	5	10
2	7	3.05562800494954	264	17	0	0	0	6	10
2	8	3.38383874297142	187	20	0	0	0	7	10
2	9	3.13864902942441	240	13	0	0	0	8	10
2	9	1.26858036103658	109	18	0	0	0	9	10
2	10	2.2544139593374	138	42	2	0	0	10	10
3	1	2.60055750585161	177	15	1	0	0	1	10
3	2	4.62962027196772	170	18	0	0	0	2	10
3	3	3.69039717689157	68	16	0	0	0	3	10
3	4	3.06847209832631	230	19	0	0	0	4	10
3	6	1.84061311441474	209	19	0	0	0	5	10
3	8	0.347066924208775	214	20	0	0	0	6	10
3	9	2.47150714020245	195	26	0	0	0	7	10
3	10	3.77354616159573	253	54	2	0	0	8	10
4	1	2.06720953853801	187	17	1	0	0	1	10
4	2	4.39072231738828	181	17	0	0	0	2	10
4	3	3.05967248999514	221	15	0	0	0	3	10
4	4	3.33633651421405	204	23	0	0	0	4	10
4	5	4.46228338917717	209	16	0	0	0	5	10
4	6	3.88706646766514	192	16	0	0	0	6	10
4	7	3.97915271669626	147	18	0	0	0	7	10
4	8	3.09054888621904	180	46	2	0	0	8	10
5	1	7.43648033356294	186	15	1	0	0	1	10
5	1	3.89945576665923	184	16	0	0	0	2	10
5	2	2.06972830160521	236	31	0	0	0	3	10
5	4	2.57708747917786	326	19	0	0	0	4	10
5	5	2.41588669270277	239	18	0	0	0	5	10
5	6	3.197359547019	201	48	2	0	0	6	10
6	2	2.84434575377963	242	23	1	0	0	1	10
6	3	5.3553341452498	215	24	0	0	0	2	10
6	5	0.242934353416786	308	19	0	0	0	3	10
6	6	3.08402290148661	216	17	0	0	0	4	10
6	7	4.46279805782251	211	19	0	0	0	5	10
6	9	0.244814529782161	348	15	2	0	0	6	10
7	1	3.60054216627032	261	19	1	0	0	1	10
7	3	1.79763793153688	205	26	0	0	0	2	10
7	5	1.22222316870466	191	15	0	0	0	3	10
7	4	0.412330177146941	172	28	0	0	0	4	10
7	6	1.05503924307413	214	19	0	0	0	5	10
7	7	3.59639941947535	218	25	0	0	0	6	10
7	7	12.338536731666	99	16	0	0	0	7	10
7	9	1.0894044265151	202	15	0	0	0	8	10
7	10	2.90764168114401	168	44	2	0	0	9	10
8	2	0.370520120020956	193	15	1	0	0	1	10
