2	2	1.44067426328547	221	16	1	0	0	1	34
2	3	2.95970943663269	259	14	0	0	0	2	34
2	3	0.736075464868918	159	19	0	0	0	3	34
2	4	6.61341623030603	189	20	0	0	0	4	34
2	6	1.85864114551805	238	18	0	0	0	5	34
2	7	5.55814817803912	320	17	0	0	0	6	34
2	8	4.71077020792291	209	17	0	0	0	7	34
2	9	3.78326047165319	159	13	0	0	0	8	34
2	10	0.0547897315118462	34	26	2	0	0	9	34
3	1	2.06593985506333	212	16	1	0	0	1	34
3	2	3.76371730840765	155	14	0	0	0	2	34
3	3	3.00421950174496	168	17	0	0	0	3	34
3	4	3.77768685831688	183	16	0	0	0	4	34
3	5	2.74195524631068	211	19	0	0	0	5	34
3	7	1.74160823225975	70	16	0	0	0	6	34
3	8	3.65522569348104	149	20	0	0	0	7	34
3	10	1.23158934642561	244	15	0	0	0	8	34
3	10	5.1704683387652	250	57	2	0	0	9	34
4	1	3.0240051462315	211	14	1	0	0	1	34
4	2	2.35283937281929	107	17	0	0	0	2	34
4	3	2.6729962057434	169	17	0	0	0	3	34
4	4	4.68541066301987	173	18	0	0	0	4	34
4	5	3.88006480270997	225	15	0	0	0	5	34
4	6	2.75365981203504	196	17	0	0	0	6	34
4	7	3.5475288447924	185	17	0	0	0	7	34
4	8	3.14568623085506	186	17	2	0	0	8	34
6	1	1.57079691207036	211	17	1	0	0	1	34
6	2	5.22235946846195	211	16	0	0	0	2	34
6	3	5.45819909311831	148	18	0	0	0	3	34
6	4	2.57713632052764	169	18	0	0	0	4	34
6	6	3.66797197423875	281	13	0	0	0	5	34
6	5	2.38688803906552	161	17	0	0	0	6	34
6	6	6.66441453178413	98	17	0	0	0	7	34
6	8	1.70832202001475	303	15	0	0	0	8	34
6	9	2.8841957829427	219	15	2	0	0	9	34
7	2	0.24979426083155	208	15	1	0	0	1	34
7	3	0.725357565330341	277	14	0	0	0	2	34
7	3	4.08764863130637	193	14	0	0	0	3	34
7	5	0.6867144650314	169	16	0	0	0	4	34
7	5	6.51816078042611	264	18	0	0	0	5	34
7	6	4.52675916999578	263	17	0	0	0	6	34
7	7	4.23194434004836	160	19	0	0	0	7	34
7	9	3.23325368156657	248	14	2	0	0	8	34
9	2	2.93258352205157	332	17	1	0	0	1	34
9	3	2.89529600157402	211	16	0	0	0	2	34
9	4	2.67256624274887	251	21	0	0	0	3	34
9	2	2.18519190535881	140	14	0	0	0	4	34
9	1	3.80939988605678	264	21	0	0	0	5	34
9	4	3.24252889212221	197	18	0	0	0	6	34
9	6	0.391161994775757	190	20	0	0	0	7	34
9	7	3.09046002035029	158	45	2	0	0	8	34
11	1	3.38892328506336	322	15	1	0	0	1	34
11	2	4.68080522655509	263	17	0	0	0	2	34
11	3	1.62482879660092	207	15	0	0	0	3	34
11	3	6.91467055073008	215	14	0	0	0	4	34
11	3	2.45855447440408	155	17	0	0	0	5	34
11	4	2.51757863722742	186	16	0	0	0	6	34
11	6	0.721094729378819	183	15	0	0	0	7	34
11	7	0.0391366623807698	157	18	0	0	0	8	34
