1	1	3.54599807690829	314	15	1	0	0	1	20
1	3	0.319394479505718	226	16	0	0	0	2	20
1	3	6.07733482867479	212	16	0	0	0	3	20
1	3	9.79778571310453	145	18	0	0	0	4	20
1	4	2.20431035128422	191	19	0	0	0	5	20
1	5	3.37352449074388	284	19	0	0	0	6	20
1	6	2.1927938584704	287	23	0	0	0	7	20
1	7	1.69363660179079	286	19	0	0	0	8	20
1	8	1.0749867442064	321	12	0	0	0	9	20
1	9	1.1029017905239	326	15	0	0	0	10	20
1	9	5.39307726174593	248	20	0	0	0	11	20
1	10	5.26006969832815	162	20	0	0	0	12	20
1	11	6.9809429126326	280	36	2	0	0	13	20
2	1	2.26280273194425	204	17	1	0	0	1	20
2	2	3.554183665663	175	16	0	0	0	2	20
2	3	6.80368621810339	191	22	0	0	0	3	20
2	4	7.23545727948658	238	22	0	0	0	4	20
2	6	0.419312608428299	208	16	0	0	0	5	20
2	7	0.299349865643308	156	15	0	0	0	6	20
2	7	5.87674256181344	581	26	0	0	0	7	20
2	8	4.72666931408457	283	17	0	0	0	8	20
2	9	5.33432088792324	178	18	0	0	0	9	20
2	10	5.32215102389455	577	46	2	0	0	10	20
3	2	0.0171958152204752	443	21	1	0	0	1	20
3	3	1.54613537993282	226	20	0	0	0	2	20
3	4	1.30226173927076	215	17	0	0	0	3	20
3	5	1.34864564496092	217	18	0	0	0	4	20
3	6	1.7110952748917	185	18	0	0	0	5	20
3	7	1.9509098129347	246	19	0	0	0	6	20
3	8	4.16016143211164	136	12	0	0	0	7	20
3	8	1.69938282342628	159	19	0	0	0	8	20
3	9	4.49757053493522	166	17	0	0	0	9	20
3	10	4.73331557912752	238	20	2	0	0	10	20
4	1	3.50641363044269	278	17	1	0	0	1	20
4	2	3.76064407313243	231	16	0	0	0	2	20
4	3	3.25097168656066	255	20	0	0	0	3	20
4	4	4.54820514074527	303	24	0	0	0	4	20
4	5	3.96388180390932	401	17	0	0	0	5	20
4	6	2.72550710989162	175	19	0	0	0	6	20
4	7	4.76264926954173	220	20	0	0	0	7	20
4	8	5.98350025387481	365	57	2	0	0	8	20
5	1	4.26587095530704	361	20	1	0	0	1	20
5	2	5.80421899957582	359	20	0	0	0	2	20
5	4	1.4732262622565	159	14	0	0	0	3	20
5	3	2.99563014367595	161	19	0	0	0	4	20
5	4	5.49884833628312	310	18	0	0	0	5	20
5	5	1.56996408686973	232	18	0	0	0	6	20
5	6	1.47834554011934	301	20	0	0	0	7	20
5	7	4.33743201638572	177	45	2	0	0	8	20
6	1	2.94477020041086	189	12	1	0	0	1	20
6	2	1.15674741216935	224	17	0	0	0	2	20
6	2	6.5684656156227	66	15	0	0	0	3	20
6	3	3.98752795113251	241	20	0	0	0	4	20
6	4	1.25762980990112	193	16	0	0	0	5	20
6	5	3.12059953087009	214	17	0	0	0	6	20
6	4	0.905486542964354	214	20	0	0	0	7	20
6	5	2.88328814180568	187	20	0	0	0	8	20
6	3	6.12614786904305	360	16	0	0	0	9	20
6	4	0.303021631436422	421	20	0	0	0	10	20
6	5	1.5050104111433	301	19	0	0	0	11	20
6	6	5.98337679263204	214	16	0	0	0	12	20
6	7	1.45262359105982	186	19	0	0	0	13	20
6	9	0.564049673033878	166	25	2	0	0	14	20
7	1	3.41703089885414	386	19	1	0	0	1	20
7	3	1.74445082736202	261	15	0	0	0	2	20
7	4	1.78986729239114	235	17	0	0	0	3	20
7	5	5.07403367292136	260	21	0	0	0	4	20
7	6	4.00916199665517	326	22	0	0	0	5	20
7	7	6.37760168150999	469	21	0	0	0	6	20
7	7	13.2651957138442	161	17	0	0	0	7	20
7	9	1.94388283602893	256	20	0	0	0	8	20
7	10	3.88455098657869	298	46	2	0	0	9	20
8	1	1.05161046050489	196	19	1	0	0	1	20
8	2	1.31740926462226	187	18	0	0	0	2	20
8	3	2.60675609996542	204	16	0	0	0	3	20
8	4	1.35331871383823	230	20	0	0	0	4	20
8	5	1.78378999116831	209	17	0	0	0	5	20
8	7	0.693364594131708	228	24	0	0	0	6	20
8	8	3.5564853802789	284	26	0	0	0	7	20
8	10	1.59853557357565	255	18	0	0	0	8	20
8	11	3.49293919070624	271	54	2	0	0	9	20
9	1	2.80847425875254	207	18	1	0	0	1	20
9	2	4.17582512437366	260	21	0	0	0	2	20
9	4	1.31721231411211	195	17	0	0	0	3	20
9	3	2.77496112277731	328	22	0	0	0	4	20
9	4	3.2549272289034	197	19	0	0	0	5	20
9	5	3.28437225357629	309	23	0	0	0	6	20
9	7	3.41782437381335	322	62	2	0	0	7	20
10	1	1.08358491864055	67	12	1	0	0	1	20
10	1	1.98060155031271	136	15	0	0	0	2	20
10	1	2.02024115133099	197	17	0	0	0	3	20
10	3	2.72433180361986	296	20	0	0	0	4	20
10	4	1.48045200505294	218	18	0	0	0	5	20
10	5	1.87946212827228	392	27	0	0	0	6	20
10	7	5.72158934478648	252	16	0	0	0	7	20
10	8	2.97002004273236	165	17	0	0	0	8	20
10	9	3.05385168083012	273	17	0	0	0	9	20
10	10	0.789979548193514	139	17	0	0	0	10	20
10	10	3.40225284057669	276	44	2	0	0	11	20
11	1	2.23446540627629	231	12	1	0	0	1	20
11	2	1.19494534377009	258	16	0	0	0	2	20
11	1	3.49909989302978	121	25	0	0	0	3	20
11	2	11.4032039507292	226	14	0	0	0	4	20
11	3	0.0614702461753041	137	16	0	0	0	5	20
11	3	5.71700296923518	210	19	0	0	0	6	20
11	5	0.630085860611871	207	15	0	0	0	7	20
11	5	4.41796415741555	209	20	0	0	0	8	20
11	6	4.55454724864103	278	21	0	0	0	9	20
11	7	4.69420959125273	276	21	0	0	0	10	20
11	8	6.62179761542939	157	18	0	0	0	11	20
11	9	5.31759287999012	260	13	0	0	0	12	20
11	9	7.61689978046343	479	44	2	0	0	13	20
13	1	3.01196042867377	199	17	1	0	0	1	20
13	2	2.91636629332788	203	15	0	0	0	2	20
13	3	4.26596093107946	271	22	0	0	0	3	20
13	4	2.13954329723492	304	20	0	0	0	4	20
13	5	1.35844837012701	217	17	0	0	0	5	20
13	6	2.2534289129544	248	17	0	0	0	6	20
13	7	1.63500094320625	148	18	0	0	0	7	20
13	8	2.82812710222788	189	54	2	0	0	8	20
15	1	2.3166641597636	212	17	1	0	0	1	20
15	2	2.02725007245317	217	16	0	0	0	2	20
15	3	3.47770920116454	248	16	0	0	0	3	20
15	3	6.02052044682205	117	16	0	0	0	4	20
15	4	3.65365178999491	340	19	0	0	0	5	20
15	5	3.40149833634496	197	19	0	0	0	6	20
15	6	2.60443935147487	228	16	0	0	0	7	20
15	7	2.00342607777566	222	20	0	0	0	8	20
15	7	7.89397419500165	139	17	0	0	0	9	20
15	8	2.9234346114099	323	14	0	0	0	10	20
15	8	5.8252323018387	400	21	0	0	0	11	20
15	9	4.22489840909839	321	15	0	0	0	12	20
15	9	7.6350853824988	138	41	2	0	0	13	20
16	1	3.60856942133978	219	16	1	0	0	1	20
16	2	3.67036562296562	359	23	0	0	0	2	20
16	3	2.20272988826036	291	21	0	0	0	3	20
16	4	3.48858639318496	274	18	0	0	0	4	20
16	5	2.73764509474859	227	21	0	0	0	5	20
16	6	7.67729006335139	251	24	2	0	0	6	20
17	1	2.55973674100824	171	14	1	0	0	1	20
17	2	1.21249456820078	162	15	0	0	0	2	20
17	2	4.95621358929202	282	17	0	0	0	3	20
17	3	1.99556075548753	205	21	0	0	0	4	20
17	4	2.02778801997192	236	15	0	0	0	5	20
17	5	1.718103666557	285	19	0	0	0	6	20
17	6	5.09049343387596	189	18	0	0	0	7	20
17	8	0.546308856457472	200	19	0	0	0	8	20
17	8	4.99355668155476	149	19	0	0	0	9	20
17	9	3.00567297125235	193	49	2	0	0	10	20
18	1	2.58642115932889	196	18	1	0	0	1	20
18	2	3.5327139578294	494	23	0	0	0	2	20
18	3	2.80350947240368	304	19	0	0	0	3	20
18	4	3.45220199786127	206	19	0	0	0	4	20
18	5	3.46961794164963	456	20	0	0	0	5	20
18	6	3.54525545192882	205	21	0	0	0	6	20
18	7	7.86021031974815	118	18	0	0	0	7	20
18	9	1.98175890580751	263	20	0	0	0	8	20
18	10	3.39969887793995	235	52	2	0	0	9	20
19	1	2.90994118829258	335	20	1	0	0	1	20
19	3	0.927016414003447	247	18	0	0	0	2	20
19	3	4.39773419336416	164	16	0	0	0	3	20
19	4	1.6250922807958	280	18	0	0	0	4	20
19	5	3.26724632387049	238	18	0	0	0	5	20
19	6	3.11643812526017	253	16	0	0	0	6	20
19	7	2.33024787087925	428	17	0	0	0	7	20
19	8	4.38162206136622	124	22	0	0	0	8	20
19	10	0.577393962303177	344	23	0	0	0	9	20
19	11	2.18543483666144	200	16	0	0	0	10	20
19	11	6.55732288118452	186	45	2	0	0	11	20
20	1	3.63293959316798	221	14	1	0	0	1	20
20	2	2.32945756195113	248	16	0	0	0	2	20
20	2	6.8801196035929	329	22	0	0	0	3	20
20	3	1.39201948372647	259	18	0	0	0	4	20
20	4	2.67115520150401	330	24	0	0	0	5	20
20	5	2.80606388230808	241	17	0	0	0	6	20
20	6	2.70972840045579	186	20	0	0	0	7	20
20	7	3.44004265079275	160	19	0	0	0	8	20
20	8	3.92122163507156	181	20	0	0	0	9	20
20	9	2.5356482854113	229	19	2	0	0	10	20
21	1	2.37340139225125	203	16	1	0	0	1	20
21	2	1.12045713048428	122	18	0	0	0	2	20
21	2	7.21227619727142	119	19	0	0	0	3	20
21	3	3.82713237754069	309	14	0	0	0	4	20
21	4	0.190203133970499	226	16	0	0	0	5	20
21	5	1.32151823677123	554	21	0	0	0	6	20
21	6	3.90348842996173	500	22	0	0	0	7	20
21	7	3.60779999359511	283	20	0	0	0	8	20
21	8	3.16329769184813	191	16	0	0	0	9	20
21	9	4.90767301991582	217	19	0	0	0	10	20
21	10	4.29559795651585	288	49	2	0	0	11	20
22	1	2.8901939841453	214	18	1	0	0	1	20
22	2	0.284470660844818	161	19	0	0	0	2	20
22	3	2.07074934453703	269	20	0	0	0	3	20
22	4	0.821858498966321	229	14	0	0	0	4	20
22	4	4.40245485957712	204	20	0	0	0	5	20
22	5	5.15688383742236	452	25	0	0	0	6	20
22	6	4.95351236057468	265	19	0	0	0	7	20
22	7	3.47281971410848	460	58	2	0	0	8	20
23	1	2.72821637918241	182	17	1	0	0	1	20
23	2	1.00520505360328	234	20	0	0	0	2	20
23	3	2.59886001073755	281	21	0	0	0	3	20
23	4	3.47655035043135	184	20	0	0	0	4	20
23	5	3.83528962777928	255	24	0	0	0	5	20
23	6	5.11354654096067	356	25	0	0	0	6	20
23	7	4.42475622566417	201	52	2	0	0	7	20
24	1	2.7337926782202	173	16	1	0	0	1	20
24	2	2.16004353156313	297	20	0	0	0	2	20
24	3	3.85333462571725	274	21	0	0	0	3	20
24	4	1.22685519559309	290	20	0	0	0	4	20
24	5	3.08925140439533	208	17	0	0	0	5	20
24	6	3.65685543464497	313	23	0	0	0	6	20
24	7	4.47040384612046	231	13	0	0	0	7	20
24	8	3.13267815764993	146	23	0	0	0	8	20
24	10	4.34272396704182	297	53	2	0	0	9	20
